Lib_Name,Source,mean_fog_index
caller-callsite,top,16.593135645767227
caller-path,top,14.919307359307359
callsites,top,17.792749518290314
camelcase,top,12.73968253968254
camelcase-keys,top,12.131696451696452
caniuse-lite,top,20.540536398467435
cantina-app-users,bottom,19.115484254307784
capture-stack-trace,top,18.985062656641606
carcass-program,bottom,17.99476190476191
card-dealer,bottom,19.59375946166221
catbox-s3,bottom,16.256842847075404
center-align,top,17.518511509885066
cfn-config,bottom,22.687541478129713
chai-shallow-deep-equal,middle,17.957541970224902
chain-args,bottom,19.729985354812943
changelogx,middle,14.152741572707617
charabanc,bottom,19.763809523809524
check-pages,middle,15.505476289806703
chemical-symbols,bottom,24.02379987928375
choice,bottom,19.04518181005986
ci-info,top,20.272873792873792
cipher-base,top,20.52020434227331
circular-dependency-plugin,top,17.865884260666867
clap,top,19.12931475029036
class-utils,top,20.499200346627113
classlist-polyfill,middle,18.51103322613355
classnames,top,17.884313725490195
clever-tools,bottom,20.659490913431412
cli,middle,22.83011456628478
cli-cursor,top,17.664034944034945
cli-snow,bottom,17.365650022492126
cli-spy,bottom,23.822477793361383
cli-width,top,15.90712844243067
cliclopts,middle,14.568669824324957
clingwrap,bottom,20.739173226575506
cliui,top,19.942417582417583
clocker,bottom,17.163636363636364
clone-deep,top,18.228538899430742
closest,middle,19.09544137022398
clui,middle,18.363398692810456
cluster-advisor,bottom,23.592892925616038
cluster-role,bottom,20.42618628683145
clusterjs,bottom,18.36063498203033
co-event-wrap,bottom,21.192139333534683
co-inbox,bottom,23.14449275362319
co-thrift,bottom,18.324945054945054
code-point-at,top,12.015751989945539
code-snippets,bottom,22.484800104691487
codewars,bottom,18.689105691056913
coffee,middle,20.395994729907777
collect-callbacks,bottom,19.171243469174506
collection-visit,top,19.518878276773016
color-name,top,19.266206896551726
color-support,top,21.541902972491208
colormin,top,15.193450645215353
colorzy,bottom,18.729440745092923
colsole,bottom,19.044027659372933
command-line-commands,middle,18.244285714285716
command-mapper,bottom,20.67806538289297
commist,middle,19.31942682640357
common-dir,middle,13.904913707418453
commonmark-react-renderer,middle,19.187141032658275
comparative-selection,bottom,17.96232292442819
compare-versions,top,15.74561663983037
comparray,bottom,19.65624367518891
complexion-time-map,bottom,19.360201255089912
compose-function,middle,18.27954102519749
composition,middle,20.095393037968627
compression,top,16.87568612124524
concat,middle,14.188269819848767
concat-image,bottom,20.8672726202138
config-lite,middle,18.16907441016334
configurable-http-proxy,bottom,18.316382428940567
conflab,bottom,21.252318413294024
confy-node,bottom,18.704384384384387
connect-weinre-injector,bottom,17.831926742376925
consign,middle,18.29015873015873
consolation,bottom,19.7480361292126
console.table,middle,19.04825552825553
contact-form,bottom,18.00473132446485
contains-path,top,12.328037741412356
content,middle,20.89648202679322
content-disposition,top,18.438107687519455
content-type,top,18.017132157435494
contentful-sdk-core,middle,20.735210841093195
contentstream,middle,19.773923753898725
contra,middle,19.418644362173772
contractual,bottom,17.812426303854874
cookie-parser,top,11.454981608548385
cool-ascii-faces,middle,21.056353861192573
copy,middle,15.039890960215505
copy-webpack-plugin,top,16.54511716881875
cordova-lib,middle,20.73090827135452
core,bottom,16.37756047873695
coreos-cluster,bottom,23.771231527093597
corq,bottom,19.55024154589372
correcthorse,bottom,16.19812033377251
cors,middle,17.214641043028145
cosmiconfig,top,18.690131210378887
couchdb-fauxton,bottom,20.356743825164877
couchdb-sync,bottom,22.54680134680135
couchdb-user-account,bottom,21.397125912568193
countdown.js,bottom,13.560058888479944
countn,bottom,16.095837239130958
cpa.js,bottom,17.37152619850294
create-cipher,bottom,22.374425571081918
createECDH,top,19.14178447450982
createHash,top,19.519028340080972
createHmac,top,13.474688210340386
crop-rotate-and-sample-in-browser,bottom,18.69849307991408
cross-env,top,21.80419157562015
crossbar-nodejs,bottom,16.212056232056234
crossvent,middle,18.211273638642062
css-declaration-sorter,top,19.8073292765382
css-driven,bottom,23.11853538907726
css-selector-tokenizer,top,24.099201850780798
css-url-versioner,bottom,17.84619870031029
csstree,top,16.492763621527395
csv-join,bottom,14.599009643681502
ctrllr,bottom,19.33824408259191
currently-unhandled,top,19.31280268983655
custom-event,top,18.45786670693648
cyclon.p2p-rtc-client,bottom,20.814731457800512
d3-sankey,middle,16.001619737911533
d3-star-plot,bottom,15.3356018641397
d6,bottom,15.94008561701554
daily-comic.js,bottom,15.38528627368791
dailymotion-sdk-node,bottom,21.28831376426482
danfe,bottom,22.54759038063386
date-fns,top,17.674831090715823
date-math,middle,19.24032634032634
date-now,top,16.25554516393226
dbcsv,bottom,14.910669429521414
decamelize,top,13.898452012383903
decompress-response,top,17.03625728194988
default-require-extensions,top,17.178620689655173
defaults-deep,middle,15.434693944893581
deferred-interval,bottom,22.92153160839371
define-exceptions,bottom,19.26730050208311
define-properties,top,21.203337800410974
define-property,top,17.48221898611908
del,top,13.9578835978836
delighted-node,bottom,17.722952101661782
denodeify,top,15.06193061840121
dependency-injection,middle,22.953036354326677
derequire-transform,bottom,19.072820512820517
des.js,top,18.6269696969697
detect-browser,middle,22.519100363238294
detect-data-stream,bottom,22.791374295496336
detect-file,top,16.066692214888935
detect-newline,top,14.757608369990544
detect-node,top,14.496315693762503
detect-port,top,15.996944959802104
detect-rename,bottom,17.279475839475843
deuces,bottom,16.286142629300524
dev-web-server,bottom,17.268666725660893
devs,bottom,20.320208350898888
df,middle,18.66604757249919
dial-roller,bottom,18.669468244254045
dialog,bottom,18.47936399643717
diffie-hellman,top,19.18181432836311
dir-glob,top,14.949803921568627
directory-path,bottom,19.71913147368968
dirtybit,bottom,19.2736231884058
discord.js-musicbot-addon,middle,15.37041481041481
displayer-api-client,bottom,23.086024805434096
dns-packet,top,17.63851851851852
dns-txt,top,13.356526610644261
docker-pull,bottom,19.98357069143447
dockerify,bottom,24.329193899782133
dockerspaniel,bottom,21.956491228070178
docooment,bottom,21.638570059421124
dogedc,bottom,22.60066378066378
dom-replace-html-stream,bottom,19.126029285099055
dom-serialize,top,21.39467286884417
dominator,bottom,23.397781456293252
dot-prop,top,15.164089862665715
dotignore,bottom,11.42181326449075
dotpath-compile,bottom,19.986478426478428
download-email-attachments,bottom,19.526142721451116
draftjs-to-html,middle,10.101933953658094
drool,middle,18.882283620094718
droonga-http-server,bottom,16.593212369026322
drop-while,bottom,16.741438640014493
dropbox-auth-cli,bottom,19.941030792363193
dropbox-mock.js,bottom,19.578308467152134
dropbox-sdk-js,middle,24.06997927980981
dsigner,bottom,20.51572393774085
dtools,bottom,18.460083542188805
dtree,bottom,19.707917496520658
duplexify,top,15.960529620529622
dustjacket,bottom,18.413333333333334
dynamo-converters,bottom,18.97678978271009
e3x-cs3a,bottom,20.392747252747256
earl-grey,middle,16.20955687394712
edp-bcs,bottom,16.02684210526316
edx-modulestore-node,bottom,16.704292849120435
eightbyeight,bottom,21.253102708783775
ejs,top,15.716837606837606
electron-json-storage,middle,14.673687518759824
electron-reload,middle,19.602567958357433
electron-squirrel-startup,middle,17.45681681681682
electron-store,middle,16.969795918367346
electron-window-state,middle,18.808760523543135
element-resize-event,middle,18.706369552254284
elixir,top,18.881212121212123
elliptic,top,24.314418403365774
email-obfuscator,bottom,16.686163425159123
ember-assign-polyfill,middle,14.359593535477268
ember-browserify,middle,17.264960575442707
ember-cli-admin-languages,bottom,24.445911330049263
ember-cli-array-slice,bottom,15.572436974789918
ember-cli-autoprefixer,middle,23.573333333333334
ember-cli-deploy,middle,19.222506560574693
ember-cli-github-pages,middle,14.157373358348968
ember-cli-jsx,bottom,18.09935431045608
ember-cli-typescript,middle,15.020512820512824
ember-dropkick,bottom,18.068370305491747
ember-lodash,middle,20.212360697479316
ember-pdfjs,bottom,17.35837426320185
ember-power-select,middle,18.888516196447235
ember-sinon,middle,13.835673900501487
ember-test-helpers,middle,17.60266938214627
emic2,bottom,18.937530456288826
emoji-regex,top,13.567543859649124
emoney,bottom,20.528010121923167
enable,middle,24.709352692075015
enb-browserify,bottom,20.697011494252877
enb-y-i18n,bottom,20.42940701413014
encodeurl,top,18.656095123102908
encoding-down,middle,23.488297456894973
ends-with,middle,13.112039072039073
engine.io-parser,top,16.34492384808174
epinfer,bottom,22.25208009882719
eris,middle,14.681716083821348
errorhandler,top,19.01736014801537
erroz,bottom,17.647612086955455
es-abstract,top,17.952537136066546
es-tar,bottom,13.271039281118457
es-to-primitive,top,18.00906204906205
es6-project-starter-kit,bottom,18.991111111111113
esbeautifier,middle,19.54010541182955
escallmatch,middle,18.601903186419314
escape-string-regexp,top,19.92873563218391
esformatter-quotes,middle,17.98239169185461
eslint-config-kentcdodds,middle,15.651114851114851
eslint-config-node-style-guide,middle,17.807031323048154
eslint-config-peerigon,middle,18.975273615273615
eslint-config-react,middle,21.2047313095589
eslint-config-standard,top,17.400633700744937
eslint-loader,top,15.009382341796135
eslint-plugin,middle,19.43085006947076
eslint-plugin-css-modules,middle,14.747611881962086
eslint-plugin-github,middle,20.538196522712653
eslint-plugin-import,top,13.27289094948324
eslint-plugin-lodash,middle,16.85167064819239
eslint-plugin-node,top,16.44959742351047
eslint-plugin-react,top,18.405521885521885
eslint-plugin-standard,top,16.71525578364288
espial,bottom,21.857795771479985
espower-source,middle,22.90629105240111
espree,top,15.706199982715413
esri-dump,bottom,18.316088339003823
esri-gnip,bottom,21.521780241434058
estktap,bottom,20.27770804077149
etag,top,20.01818181818182
event-aggregator,middle,21.665549161503254
event-source-emitter,bottom,16.381763595881246
excuses,bottom,23.422549923195085
exec-sh,top,13.652337930387466
execa,top,13.743472319494732
exit-hook,top,10.761820970791224
exp-asynccache,bottom,21.87369186486896
expand-brackets,top,14.911659012204208
expand-range,top,15.175014926593875
exposify,middle,17.57121715564982
express-batch,bottom,17.624084880636605
express-boot,bottom,17.33681392133005
express-fluent-logger,bottom,14.99014943124783
express-orm-mvc,bottom,19.34054436196536
express-qrcode,bottom,17.13448389155706
express-react-views,middle,14.413283291917068
express-request-proxy,middle,16.333459466995112
express-sanitizer,middle,17.526451612903227
express-wrangler,bottom,16.601687846203976
extend-shallow,top,15.050706914762802
extglob,top,16.262959479544847
extract-gettext,bottom,19.2946783625731
extract-text-webpack-plugin,top,14.291923890063424
extract-zip,top,12.083580604655655
fancy-log,top,19.774669456715493
fast-async,middle,19.192927072927073
fast-json-stringify,middle,16.91412521765463
fastfall,middle,22.282176920658213
fastft-api-client,bottom,22.505686274509806
fastparse,top,16.07648270469348
fb-node,bottom,15.416450216450215
fb-xmpp-connector,bottom,23.049678948502482
fetch,top,14.07290089221124
fetch-client,middle,14.520191993060678
fetch-ponyfill,middle,18.845591397849464
fetchr,middle,16.394249922540897
figures,top,18.63726152374646
file-entry-cache,top,17.725323090651926
file-type,top,13.7527748197849
filefog-onedrive,bottom,17.929903193501726
filename-regex,top,13.657219251336901
filetobase64,bottom,16.98912636477854
fill-range,top,14.85266106442577
finalhandler,top,12.742324628776242
find-cache-dir,top,14.686369353916524
find-file-up,middle,17.808717155693902
find-process,middle,16.266262626262623
find-up,top,15.237745442962837
fined,top,17.27487898681737
first-chunk-stream,top,14.868513708513712
firstline,middle,13.252401215805474
fist-fistlabs_unit_serial,bottom,17.90071633217144
flagged-respawn,top,21.367904920702625
flat-cache,top,15.744722518815593
flickity,middle,20.890909090909094
flow-view,bottom,17.493891402714933
flush-write-stream,top,14.012507141287632
fluxer,bottom,17.238710215206137
fluxxor-autobind,bottom,18.6589727358543
fn-args,middle,18.71943261825615
fontpath,bottom,20.092097352133653
for-in,top,16.008027070132336
for-own,top,20.893333333333334
foreach-async,bottom,19.339495281983762
format-url,bottom,16.95130434782609
forwarded,top,17.973507272454643
framework,middle,18.031062151502788
fredApi,bottom,23.049806949806953
freeloader-stream,bottom,20.596338765119253
friendly-errors-webpack-plugin,top,20.455882967607106
from2,top,14.639860139860142
from2-string,middle,16.377341393926763
frozen-express,bottom,20.509333818269987
fruit,bottom,18.592810180275716
fs-temp,middle,16.900363295241345
fs-write-stream-atomic,top,21.798719119266785
fsm2dot,bottom,17.96214497339724
ftp-generate-response,bottom,20.99352798673977
fuzzy-search,middle,16.123082437275986
fxos-simulators,bottom,21.901019214703428
ga-localstorage,bottom,17.94313611716921
gaffa-frame,bottom,20.87743271221532
gaffa-image,bottom,18.25845263513681
game-grid,bottom,17.62397335400695
gardr-plugin-ext-burt,bottom,21.833643007556056
garnish,middle,18.418744795215385
gcr,bottom,17.010221834737965
gearsloth,bottom,20.754752455051435
gedcomx-date-js,bottom,19.18207327575601
generate-function,top,22.039045681078353
generator-appsngen-web-widget,bottom,18.244676104676106
generator-bangular,bottom,22.046568144499183
generator-lib-java,bottom,19.599043062200955
generator-meshblu-connector,bottom,21.87323859776469
generator-npm-module,bottom,17.378185836051774
generator-react-gulp-browserify,bottom,19.72781093644881
generator-readme,bottom,19.90480264833206
generator-utils,bottom,21.2090971608213
generator-videojs-plugin,bottom,15.402246736532451
geo-tree,bottom,18.277230892356943
geohash-poly,bottom,21.32059829059829
geojson-segment,bottom,20.696555718993373
geojson-summary,bottom,21.556558747530023
geojson-vt,middle,19.063030303030303
get-caller-file,top,13.874285031085606
get-stdin,top,13.67930272214025
get-stream,top,15.308442954894568
get-value,top,14.656910233380822
getpackages,bottom,20.142113803509154
ghost-export,bottom,14.316437093869103
ghost-render,bottom,20.27810495760005
ghpages,middle,16.48044817927171
ghusers,bottom,17.558012013825966
giphy-api,middle,21.841244641225664
git-clone,middle,18.165774848346665
git-latest-semver-tag,middle,17.647678018575853
git-repository,middle,21.46018461185644
gitbook,middle,13.155564239681889
gitbook-grvis,bottom,23.63623931623932
gitbook-plugin-comments,bottom,19.320047264563392
gitbook-plugin-lexicon,bottom,18.926054111567105
gitbook-plugin-olark,bottom,22.295168690958167
gitbook-plugin-piwik,bottom,19.934580896686164
github-changes,middle,16.114322907619528
github-jobs,bottom,15.761716503436656
github-language,bottom,19.555899771713726
github-todos,bottom,16.33997668997669
githubNabber,bottom,19.0625144768165
gitignoreensure,bottom,19.895552293882606
gl-mat4,middle,21.220188188071727
gl-vec3,middle,18.075966386554622
glob-parent,top,14.685567765567765
global-modules,top,15.80855090123383
global-prefix,top,15.987808433445617
globby,top,13.511438127090301
globo,middle,19.07046169163816
globstar,middle,19.250688162412303
glogg,top,16.56174148432213
glry,bottom,18.472916589833424
glue,middle,20.50144927536232
gnar,bottom,20.223743401055835
gocd-api,bottom,22.598251748251748
goodscloud-node,bottom,20.638757467144565
google-cloud-storage,bottom,17.93484511777778
google-fonts-downloader,bottom,17.591249137336096
google-libphonenumber,middle,18.923823512269045
google-maps-react,middle,23.33639498432602
google-maps-services-js,middle,18.09590381924348
googlefonts,bottom,19.12787451483104
got,top,11.27845661584792
governor,bottom,20.024724982619723
gp-js-client,middle,17.04865102932835
grabetha,bottom,17.555527736021094
gracenode-session,bottom,20.811989389920427
grunt-api-meta,bottom,17.132698412698414
grunt-blogbuilder,bottom,17.120483818241258
grunt-caveman,bottom,17.82333526123
grunt-check-pages,middle,14.145291452152435
grunt-crowdin,bottom,19.162675920570656
grunt-date-suffix,bottom,14.133724825898739
grunt-gulp,middle,21.862577507220067
grunt-htmllint-http,bottom,13.773040293040292
grunt-jscpd-reporter,bottom,18.05579710144928
grunt-knex-schema,bottom,15.04955746955747
grunt-metascript,bottom,17.962054928831797
grunt-neo4j,bottom,19.260086112717694
grunt-nexe,bottom,12.276528168831506
grunt-npm-helper,bottom,18.312407005038587
grunt-potomo,middle,21.402046746562878
grunt-protractor-coverage,middle,25.104761904761908
grunt-sass-lint,middle,17.070967741935483
grunt-serve,middle,11.746961316373083
grunt-slm,bottom,13.455238095238096
grunt-stylus-base-files,bottom,15.73438735177866
grunt-svgstore,middle,18.427386825698022
grunt-template-jasmine-dojo,bottom,15.309680441445147
grunt-xunit,bottom,17.312820512820515
gryd,bottom,16.0383996952418
gulp-atom-electron,middle,21.636356319537658
gulp-autoprefixer,top,21.470554823598302
gulp-ava,middle,17.315185185185186
gulp-base64,middle,17.31441641372676
gulp-cdn-ref,bottom,20.511716322892795
gulp-changed-in-place,middle,16.575758035068382
gulp-clang-format,middle,19.1057859703021
gulp-combine-media-queries,middle,20.454182139699384
gulp-connect-php,middle,16.09959373959374
gulp-coverage,bottom,18.94379085902296
gulp-css-inline-images,middle,18.657429193899784
gulp-cssbeautify,middle,17.689945435830168
gulp-develop-server,middle,17.196036025189542
gulp-dotjs-packer,bottom,16.207482103952692
gulp-es6-module-jstransform,bottom,19.00577818316949
gulp-espower,middle,17.592756808408986
gulp-exemplary,bottom,19.96985622345436
gulp-framework-dep,bottom,16.786861659643613
gulp-haste,bottom,18.690996925779537
gulp-html-extract,middle,14.6526497261381
gulp-html5-lint,middle,13.390517706646738
gulp-hub,middle,14.917403056713402
gulp-imacss,bottom,19.23111681643132
gulp-inline-css,middle,19.719339965871406
gulp-istanbul-enforcer,middle,20.360289855072462
gulp-jsdoc,middle,15.033606393606396
gulp-jsonminify,middle,16.017166789849718
gulp-mock,bottom,18.89823857302118
gulp-mustache,middle,17.22967894043409
gulp-natural-sort,middle,16.843037659508248
gulp-p4,bottom,18.382152560083597
gulp-pleeease,middle,18.938181818181818
gulp-plumber,top,14.650870803914282
gulp-processhtml,middle,18.53454545454546
gulp-reduce-file,middle,20.455685234305925
gulp-remote-src,middle,17.138999532491816
gulp-serve,bottom,15.353935120891645
gulp-sloc,bottom,12.940259109475036
gulp-sourcemaps,top,17.628242096821847
gulp-standard,middle,18.076190476190476
gulp-strip-comments,middle,15.602532418001527
gulp-strip-css-comments,middle,13.841689291101057
gulp-stylint,middle,10.953198653198655
gulp-subtree,middle,15.720367364568414
gulp-tape,middle,13.682767602767603
gulp-use-asset,bottom,19.87743478931934
gulp-wrapper,middle,12.09771327617926
gulplog,top,11.502885872297638
gunzip-maybe,middle,17.77493087557604
gzip-size,top,16.451739180359873
gzip-size-cli,middle,17.514778665089224
hammer-draggables,bottom,18.715421888053466
handle-callback,bottom,17.40833976833977
handpipe.js,bottom,17.18941073419334
hapi-auth-jwt2,middle,15.038187732759008
hapi-bookshelf,bottom,22.53822091886608
hapi-boom-jsend,bottom,16.340531372777843
hapi-cors-headers,middle,18.186095442384527
hapi-jwt,bottom,17.4140035572803
hapi-magic-filter,bottom,19.301315732770842
hapi-monit,bottom,17.507668308702794
hapi-prerender,bottom,15.214726586286691
hapi-route-directory,bottom,21.526679316888046
harmony,bottom,23.30875259622063
has-ansi,top,13.712084049760815
has-flag,top,12.584370637053565
has-gulplog,top,13.160639730639733
has-key-deep,bottom,14.375412207670275
has-require,middle,18.055180375180377
has-unicode,top,14.882344322344323
has-value,top,15.3602028002028
hash-base,top,15.88867132867133
hash-sum,top,15.591818181818184
hash.js,top,15.957617829740594
haypeaeye,bottom,18.1763820152567
hbars,bottom,19.348148148148148
heartbleed.js,bottom,17.612521008403363
help-me,middle,17.982467387684782
helper-coverage,middle,21.80113835376211
heroku-cli-util,middle,18.458516624040918
heroku-proxy,bottom,17.890627732121
hershey,bottom,16.416822198656767
hexo-cli,middle,13.813928480483105
hexo-generator-json-content,middle,16.78929628511024
hexo-migrator-joomla,bottom,15.894371827633284
hexo-renderer-haml,bottom,12.768463848463849
hexo-renderer-jade,middle,14.639270142127284
hideout,bottom,16.455521064301553
high5,bottom,16.435555555555556
hipku,bottom,15.312189072189074
hmks,bottom,16.03597741281952
hogan-brisket,bottom,11.83449523101697
hoist-non-react-statics,top,18.116607794482558
homedir-polyfill,top,17.643721948549533
hookies,bottom,18.757806637806638
hotkeys,middle,16.46488195419688
